Game,Double Sixes,Winner,Number of Double Sixes
2559,False,House,0
2560,True,Gambler,1
2561,True,Gambler,1
2562,False,House,0
2563,False,House,0
2564,True,Gambler,2
2565,False,House,0
2566,True,Gambler,3
2567,False,House,0
2568,False,House,0
2569,False,House,0
2570,True,Gambler,2
2571,False,House,0
2572,False,House,0
2573,False,House,0
2574,True,Gambler,2
2575,True,Gambler,2
2576,True,Gambler,2
2577,True,Gambler,1
2578,False,House,0
2579,True,Gambler,1
2580,True,Gambler,1
2581,False,House,0
2582,False,House,0
2583,True,Gambler,4
2584,True,Gambler,1
2585,True,Gambler,1
2586,True,Gambler,2
2587,False,House,0
2588,True,Gambler,1
2589,False,House,0
2590,False,House,0
2591,True,Gambler,1
2592,False,House,0
2593,False,House,0
2594,False,House,0
2595,False,House,0
2596,False,House,0
2597,False,House,0
2598,False,House,0
2599,False,House,0
2600,False,House,0
2601,False,House,0
2602,True,Gambler,2
2603,True,Gambler,2
2604,False,House,0
2605,True,Gambler,1
2606,True,Gambler,1
2607,False,House,0
2608,True,Gambler,1
2609,False,House,0
2610,False,House,0
2611,False,House,0
2612,True,Gambler,1
2613,False,House,0
2614,False,House,0
2615,False,House,0
2616,True,Gambler,1
2617,True,Gambler,1
2618,False,House,0
2619,True,Gambler,1
2620,False,House,0
2621,False,House,0
2622,True,Gambler,2
2623,False,House,0
2624,True,Gambler,1
2625,False,House,0
2626,True,Gambler,1
2627,True,Gambler,1
2628,False,House,0
2629,True,Gambler,1
2630,True,Gambler,1
2631,False,House,0
2632,True,Gambler,1
2633,True,Gambler,3
2634,False,House,0
2635,False,House,0
2636,True,Gambler,2
2637,False,House,0
2638,True,Gambler,1
2639,True,Gambler,2
2640,False,House,0
2641,False,House,0
2642,True,Gambler,1
2643,False,House,0
2644,True,Gambler,2
2645,True,Gambler,1
2646,True,Gambler,1
2647,False,House,0
2648,True,Gambler,2
2649,False,House,0
2650,False,House,0
2651,False,House,0
2652,False,House,0
2653,False,House,0
2654,False,House,0
2655,False,House,0
2656,True,Gambler,1
2657,False,House,0
2658,True,Gambler,1
2659,False,House,0
2660,False,House,0
2661,False,House,0
2662,False,House,0
2663,False,House,0
2664,True,Gambler,1
2665,False,House,0
2666,True,Gambler,1
2667,False,House,0
2668,False,House,0
2669,False,House,0
2670,False,House,0
2671,False,House,0
2672,False,House,0
2673,False,House,0
2674,False,House,0
2675,False,House,0
2676,False,House,0
2677,False,House,0
2678,True,Gambler,2
2679,True,Gambler,1
2680,False,House,0
2681,True,Gambler,1
2682,True,Gambler,1
2683,True,Gambler,2
2684,True,Gambler,1
2685,True,Gambler,1
2686,True,Gambler,1
2687,False,House,0
2688,False,House,0
2689,True,Gambler,3
2690,False,House,0
2691,False,House,0
2692,True,Gambler,1
2693,False,House,0
2694,False,House,0
2695,True,Gambler,1
2696,False,House,0
2697,False,House,0
2698,True,Gambler,2
2699,False,House,0
2700,True,Gambler,1
2701,True,Gambler,1
2702,False,House,0
2703,False,House,0
2704,True,Gambler,2
2705,False,House,0
2706,True,Gambler,1
2707,False,House,0
2708,False,House,0
2709,True,Gambler,1
2710,False,House,0
2711,True,Gambler,1
2712,True,Gambler,1
2713,True,Gambler,2
2714,False,House,0
2715,False,House,0
2716,True,Gambler,1
2717,False,House,0
2718,True,Gambler,1
2719,True,Gambler,1
2720,False,House,0
2721,True,Gambler,1
2722,False,House,0
2723,True,Gambler,1
2724,True,Gambler,1
2725,False,House,0
2726,False,House,0
2727,True,Gambler,1
2728,True,Gambler,2
2729,True,Gambler,3
2730,True,Gambler,2
2731,False,House,0
2732,True,Gambler,1
2733,True,Gambler,1
2734,True,Gambler,1
2735,False,House,0
2736,True,Gambler,1
2737,False,House,0
2738,True,Gambler,1
2739,True,Gambler,2
2740,False,House,0
2741,False,House,0
2742,True,Gambler,1
2743,False,House,0
2744,True,Gambler,1
2745,False,House,0
2746,False,House,0
2747,True,Gambler,1
2748,False,House,0
2749,True,Gambler,1
2750,False,House,0
2751,False,House,0
2752,False,House,0
2753,True,Gambler,2
2754,False,House,0
2755,False,House,0
2756,False,House,0
2757,True,Gambler,2
2758,True,Gambler,1
2759,False,House,0
2760,False,House,0
2761,True,Gambler,3
2762,False,House,0
2763,True,Gambler,1
2764,True,Gambler,2
2765,False,House,0
2766,False,House,0
2767,True,Gambler,2
2768,False,House,0
2769,False,House,0
2770,True,Gambler,1
2771,True,Gambler,1
2772,False,House,0
2773,True,Gambler,1
2774,True,Gambler,2
2775,True,Gambler,1
2776,True,Gambler,1
2777,False,House,0
2778,True,Gambler,1
2779,False,House,0
2780,True,Gambler,3
2781,True,Gambler,1
2782,True,Gambler,1
2783,True,Gambler,1
2784,False,House,0
2785,True,Gambler,2
2786,False,House,0
2787,True,Gambler,3
2788,False,House,0
2789,False,House,0
2790,True,Gambler,2
2791,False,House,0
2792,True,Gambler,1
2793,False,House,0
2794,False,House,0
2795,False,House,0
2796,False,House,0
2797,False,House,0
2798,True,Gambler,1
2799,False,House,0
2800,True,Gambler,2
2801,False,House,0
2802,True,Gambler,1
2803,True,Gambler,1
2804,True,Gambler,2
2805,False,House,0
2806,False,House,0
2807,True,Gambler,1
2808,True,Gambler,2
2809,False,House,0
2810,False,House,0
2811,False,House,0
2812,False,House,0
2813,False,House,0
2814,True,Gambler,1
2815,True,Gambler,2
2816,False,House,0
2817,True,Gambler,1
2818,False,House,0
2819,True,Gambler,1
2820,False,House,0
2821,True,Gambler,1
2822,False,House,0
2823,False,House,0
2824,False,House,0
2825,True,Gambler,1
2826,True,Gambler,1
2827,True,Gambler,1
2828,False,House,0
2829,False,House,0
2830,True,Gambler,1
2831,True,Gambler,1
2832,False,House,0
2833,True,Gambler,1
2834,False,House,0
2835,True,Gambler,1
2836,False,House,0
2837,True,Gambler,1
2838,True,Gambler,1
2839,False,House,0
2840,False,House,0
2841,True,Gambler,1
2842,True,Gambler,3
2843,True,Gambler,1
2844,True,Gambler,1
2845,False,House,0
2846,False,House,0
2847,True,Gambler,1
2848,False,House,0
2849,False,House,0
2850,False,House,0
2851,False,House,0
2852,False,House,0
2853,False,House,0
2854,False,House,0
2855,False,House,0
2856,False,House,0
2857,True,Gambler,1
2858,False,House,0
2859,False,House,0
2860,False,House,0
2861,True,Gambler,1
2862,True,Gambler,1
2863,False,House,0
2864,True,Gambler,1
2865,False,House,0
2866,True,Gambler,1
2867,True,Gambler,2
2868,True,Gambler,1
2869,True,Gambler,1
2870,True,Gambler,2
2871,True,Gambler,1
2872,False,House,0
2873,True,Gambler,1
2874,True,Gambler,1
2875,False,House,0
2876,False,House,0
2877,True,Gambler,1
2878,False,House,0
2879,False,House,0
2880,True,Gambler,1
2881,False,House,0
2882,False,House,0
2883,False,House,0
2884,True,Gambler,1
2885,False,House,0
2886,True,Gambler,1
2887,False,House,0
2888,False,House,0
2889,False,House,0
2890,True,Gambler,1
2891,True,Gambler,2
2892,True,Gambler,1
2893,False,House,0
2894,False,House,0
2895,False,House,0
2896,True,Gambler,3
2897,False,House,0
2898,True,Gambler,1
2899,True,Gambler,1
2900,True,Gambler,1
2901,False,House,0
2902,True,Gambler,1
2903,False,House,0
2904,False,House,0
2905,True,Gambler,1
2906,True,Gambler,1
2907,False,House,0
2908,True,Gambler,1
2909,True,Gambler,3
2910,False,House,0
2911,False,House,0
2912,True,Gambler,1
2913,False,House,0
2914,False,House,0
2915,True,Gambler,1
2916,True,Gambler,1
2917,False,House,0
2918,False,House,0
2919,True,Gambler,2
2920,True,Gambler,1
2921,False,House,0
2922,True,Gambler,2
2923,True,Gambler,2
2924,False,House,0
2925,False,House,0
2926,True,Gambler,3
2927,False,House,0
2928,False,House,0
2929,False,House,0
2930,True,Gambler,2
2931,True,Gambler,1
2932,False,House,0
2933,True,Gambler,1
2934,True,Gambler,2
2935,False,House,0
2936,False,House,0
2937,False,House,0
2938,True,Gambler,1
2939,True,Gambler,1
2940,True,Gambler,2
2941,True,Gambler,1
2942,True,Gambler,2
2943,False,House,0
2944,False,House,0
2945,False,House,0
2946,True,Gambler,1
2947,True,Gambler,2
2948,False,House,0
2949,False,House,0
2950,True,Gambler,1
2951,False,House,0
2952,False,House,0
2953,False,House,0
2954,False,House,0
2955,True,Gambler,2
2956,True,Gambler,1
2957,True,Gambler,2
2958,True,Gambler,1
2959,True,Gambler,1
2960,False,House,0
2961,False,House,0
2962,False,House,0
2963,True,Gambler,3
2964,True,Gambler,1
2965,False,House,0
2966,False,House,0
2967,False,House,0
2968,False,House,0
2969,True,Gambler,2
2970,True,Gambler,2
2971,False,House,0
2972,False,House,0
2973,True,Gambler,2
2974,True,Gambler,1
2975,False,House,0
2976,False,House,0
2977,True,Gambler,1
2978,True,Gambler,3
2979,False,House,0
2980,True,Gambler,2
2981,False,House,0
2982,True,Gambler,1
2983,False,House,0
2984,True,Gambler,1
2985,True,Gambler,2
2986,False,House,0
2987,True,Gambler,2
2988,False,House,0
2989,False,House,0
2990,True,Gambler,2
2991,False,House,0
2992,True,Gambler,1
2993,True,Gambler,2
2994,True,Gambler,1
2995,False,House,0
2996,True,Gambler,1
2997,False,House,0
2998,True,Gambler,1
2999,True,Gambler,2
3000,False,House,0
3001,False,House,0
3002,True,Gambler,2
3003,False,House,0
3004,False,House,0
3005,False,House,0
3006,True,Gambler,1
3007,False,House,0
3008,True,Gambler,1
3009,False,House,0
3010,False,House,0
3011,False,House,0
3012,False,House,0
3013,True,Gambler,2
3014,True,Gambler,1
3015,True,Gambler,3
3016,True,Gambler,1
3017,True,Gambler,2
3018,False,House,0
3019,False,House,0
3020,True,Gambler,1
3021,True,Gambler,1
3022,False,House,0
3023,True,Gambler,1
3024,False,House,0
3025,False,House,0
3026,True,Gambler,1
3027,True,Gambler,1
3028,True,Gambler,1
3029,False,House,0
3030,True,Gambler,1
3031,False,House,0
3032,True,Gambler,1
3033,False,House,0
3034,True,Gambler,1
3035,True,Gambler,1
3036,True,Gambler,3
3037,False,House,0
3038,True,Gambler,2
3039,False,House,0
3040,True,Gambler,2
3041,False,House,0
3042,False,House,0
3043,False,House,0
3044,True,Gambler,1
3045,True,Gambler,1
3046,False,House,0
3047,False,House,0
3048,False,House,0
3049,False,House,0
3050,True,Gambler,1
3051,True,Gambler,1
3052,False,House,0
3053,True,Gambler,1
3054,True,Gambler,1
3055,False,House,0
3056,True,Gambler,3
3057,False,House,0
3058,True,Gambler,1
3059,True,Gambler,1
3060,True,Gambler,2
3061,False,House,0
3062,False,House,0
3063,False,House,0
3064,True,Gambler,3
3065,True,Gambler,1
3066,True,Gambler,1
3067,False,House,0
3068,True,Gambler,1
3069,False,House,0
3070,True,Gambler,1
3071,False,House,0
3072,False,House,0
3073,True,Gambler,3
3074,True,Gambler,1
3075,False,House,0
3076,True,Gambler,3
3077,False,House,0
3078,False,House,0
3079,False,House,0
3080,True,Gambler,1
3081,False,House,0
3082,True,Gambler,1
3083,True,Gambler,2
3084,False,House,0
3085,False,House,0
3086,False,House,0
3087,False,House,0
3088,True,Gambler,1
3089,False,House,0
3090,False,House,0
3091,False,House,0
3092,True,Gambler,1
3093,False,House,0
3094,True,Gambler,1
3095,True,Gambler,2
3096,False,House,0
3097,True,Gambler,2
3098,False,House,0
3099,False,House,0
3100,True,Gambler,1
3101,True,Gambler,1
3102,True,Gambler,2
3103,True,Gambler,1
3104,False,House,0
3105,False,House,0
3106,False,House,0
3107,False,House,0
3108,True,Gambler,1
3109,True,Gambler,1
3110,False,House,0
3111,False,House,0
3112,False,House,0
3113,False,House,0
3114,False,House,0
3115,True,Gambler,1
3116,True,Gambler,1
3117,True,Gambler,1
3118,False,House,0
3119,True,Gambler,2
3120,True,Gambler,3
3121,True,Gambler,1
3122,True,Gambler,1
3123,False,House,0
3124,False,House,0
3125,True,Gambler,2
3126,True,Gambler,1
3127,False,House,0
3128,True,Gambler,2
3129,False,House,0
3130,True,Gambler,2
3131,False,House,0
3132,False,House,0
3133,False,House,0
3134,False,House,0
3135,True,Gambler,1
3136,False,House,0
3137,False,House,0
3138,True,Gambler,1
3139,True,Gambler,1
3140,False,House,0
3141,False,House,0
3142,False,House,0
3143,False,House,0
3144,True,Gambler,1
3145,False,House,0
3146,False,House,0
3147,False,House,0
3148,True,Gambler,1
3149,True,Gambler,1
3150,True,Gambler,1
3151,False,House,0
3152,False,House,0
3153,True,Gambler,1
3154,False,House,0
3155,True,Gambler,1
3156,True,Gambler,1
3157,True,Gambler,2
3158,True,Gambler,1
3159,True,Gambler,1
3160,False,House,0
3161,False,House,0
3162,False,House,0
3163,False,House,0
3164,True,Gambler,1
3165,False,House,0
3166,False,House,0
3167,True,Gambler,1
3168,False,House,0
3169,False,House,0
3170,False,House,0
3171,False,House,0
3172,True,Gambler,1
3173,True,Gambler,3
3174,True,Gambler,2
3175,False,House,0
3176,False,House,0
3177,False,House,0
3178,True,Gambler,1
3179,False,House,0
3180,True,Gambler,2
3181,True,Gambler,2
3182,False,House,0
3183,True,Gambler,3
3184,True,Gambler,1
3185,True,Gambler,1
3186,True,Gambler,1
3187,True,Gambler,1
3188,True,Gambler,2
3189,True,Gambler,1
3190,False,House,0
3191,True,Gambler,1
3192,False,House,0
3193,False,House,0
3194,True,Gambler,1
3195,False,House,0
3196,False,House,0
3197,False,House,0
3198,True,Gambler,1
3199,True,Gambler,3
3200,False,House,0
3201,True,Gambler,2
3202,False,House,0
3203,True,Gambler,1
3204,True,Gambler,1
3205,False,House,0
3206,True,Gambler,1
3207,False,House,0
3208,False,House,0
3209,False,House,0
3210,False,House,0
3211,True,Gambler,2
3212,False,House,0
3213,False,House,0
3214,False,House,0
3215,False,House,0
3216,False,House,0
3217,False,House,0
3218,False,House,0
3219,True,Gambler,1
3220,False,House,0
3221,False,House,0
3222,True,Gambler,1
3223,True,Gambler,1
3224,True,Gambler,1
3225,True,Gambler,1
3226,True,Gambler,1
3227,False,House,0
3228,False,House,0
3229,False,House,0
3230,True,Gambler,1
3231,False,House,0
3232,False,House,0
3233,False,House,0
3234,True,Gambler,2
3235,True,Gambler,1
3236,False,House,0
3237,True,Gambler,2
3238,True,Gambler,3
3239,True,Gambler,2
3240,True,Gambler,1
3241,True,Gambler,1
3242,False,House,0
3243,True,Gambler,2
3244,True,Gambler,1
3245,False,House,0
3246,True,Gambler,1
3247,False,House,0
3248,True,Gambler,2
3249,False,House,0
3250,True,Gambler,1
3251,False,House,0
3252,True,Gambler,1
3253,False,House,0
3254,False,House,0
3255,True,Gambler,1
3256,True,Gambler,1
3257,False,House,0
3258,True,Gambler,2
3259,False,House,0
3260,False,House,0
3261,True,Gambler,3
3262,True,Gambler,1
3263,True,Gambler,1
3264,True,Gambler,2
3265,False,House,0
3266,False,House,0
3267,False,House,0
3268,True,Gambler,1
3269,False,House,0
3270,True,Gambler,1
3271,True,Gambler,2
3272,True,Gambler,1
3273,False,House,0
3274,True,Gambler,1
3275,False,House,0
3276,True,Gambler,4
3277,True,Gambler,1
3278,True,Gambler,2
3279,False,House,0
3280,True,Gambler,1
3281,False,House,0
3282,False,House,0
3283,True,Gambler,1
3284,False,House,0
3285,True,Gambler,4
3286,False,House,0
3287,True,Gambler,2
3288,True,Gambler,1
3289,True,Gambler,1
3290,False,House,0
3291,True,Gambler,1
3292,True,Gambler,1
3293,True,Gambler,1
3294,True,Gambler,2
3295,True,Gambler,1
3296,False,House,0
3297,False,House,0
3298,True,Gambler,2
3299,True,Gambler,1
3300,True,Gambler,1
3301,True,Gambler,1
3302,True,Gambler,1
3303,False,House,0
3304,False,House,0
3305,False,House,0
3306,False,House,0
3307,False,House,0
3308,False,House,0
3309,False,House,0
3310,True,Gambler,1
3311,False,House,0
3312,True,Gambler,1
3313,False,House,0
3314,True,Gambler,2
3315,True,Gambler,1
3316,True,Gambler,1
3317,False,House,0
3318,True,Gambler,2
3319,False,House,0
3320,True,Gambler,1
3321,True,Gambler,2
3322,False,House,0
3323,False,House,0
3324,False,House,0
3325,True,Gambler,2
3326,False,House,0
3327,True,Gambler,2
3328,False,House,0
3329,False,House,0
3330,True,Gambler,1
3331,True,Gambler,1
3332,False,House,0
3333,False,House,0
3334,False,House,0
3335,True,Gambler,2
3336,False,House,0
3337,True,Gambler,2
3338,False,House,0
3339,False,House,0
3340,False,House,0
3341,True,Gambler,1
3342,True,Gambler,2
3343,False,House,0
3344,False,House,0
3345,False,House,0
3346,True,Gambler,1
3347,True,Gambler,1
3348,True,Gambler,1
3349,True,Gambler,2
3350,False,House,0
3351,True,Gambler,1
3352,False,House,0
3353,False,House,0
3354,False,House,0
3355,False,House,0
3356,False,House,0
3357,True,Gambler,3
3358,True,Gambler,3
3359,True,Gambler,1
3360,False,House,0
3361,True,Gambler,1
3362,True,Gambler,1
3363,True,Gambler,1
3364,True,Gambler,1
3365,True,Gambler,1
3366,False,House,0
3367,True,Gambler,1
3368,True,Gambler,1
3369,False,House,0
3370,True,Gambler,2
3371,True,Gambler,1
3372,False,House,0
3373,False,House,0
3374,False,House,0
3375,True,Gambler,1
3376,False,House,0
3377,True,Gambler,1
3378,True,Gambler,1
3379,True,Gambler,1
3380,False,House,0
3381,False,House,0
3382,True,Gambler,1
3383,True,Gambler,2
3384,False,House,0
3385,False,House,0
3386,False,House,0
3387,True,Gambler,2
3388,False,House,0
3389,True,Gambler,2
3390,True,Gambler,1
3391,True,Gambler,1
3392,True,Gambler,1
3393,False,House,0
3394,False,House,0
3395,True,Gambler,4
3396,True,Gambler,1
3397,False,House,0
3398,True,Gambler,2
3399,True,Gambler,1
3400,True,Gambler,1
3401,True,Gambler,1
3402,False,House,0
3403,False,House,0
3404,True,Gambler,1
3405,True,Gambler,1
3406,True,Gambler,2
3407,True,Gambler,1
3408,True,Gambler,1
3409,False,House,0
3410,False,House,0
3411,False,House,0
3412,False,House,0
3413,True,Gambler,2
3414,True,Gambler,1
3415,False,House,0
3416,True,Gambler,2
3417,False,House,0
3418,True,Gambler,1
3419,True,Gambler,3
3420,False,House,0
3421,True,Gambler,4
3422,False,House,0
3423,False,House,0
3424,False,House,0
3425,False,House,0
3426,True,Gambler,1
3427,True,Gambler,1
3428,False,House,0
3429,True,Gambler,1
3430,False,House,0
3431,False,House,0
3432,False,House,0
3433,True,Gambler,1
3434,False,House,0
3435,True,Gambler,1
3436,True,Gambler,1
3437,False,House,0
3438,False,House,0
3439,False,House,0
3440,False,House,0
3441,True,Gambler,1
3442,True,Gambler,1
3443,False,House,0
3444,True,Gambler,1
3445,False,House,0
3446,False,House,0
3447,True,Gambler,2
3448,False,House,0
3449,False,House,0
3450,False,House,0
3451,True,Gambler,1
3452,False,House,0
3453,True,Gambler,1
3454,True,Gambler,1
3455,False,House,0
3456,True,Gambler,1
3457,True,Gambler,1
3458,True,Gambler,1
3459,True,Gambler,1
3460,True,Gambler,1
3461,False,House,0
3462,False,House,0
3463,True,Gambler,4
3464,False,House,0
3465,True,Gambler,3
3466,True,Gambler,2
3467,False,House,0
3468,True,Gambler,1
3469,False,House,0
3470,False,House,0
3471,True,Gambler,1
3472,True,Gambler,1
3473,True,Gambler,1
3474,False,House,0
3475,False,House,0
3476,False,House,0
3477,True,Gambler,1
3478,False,House,0
3479,True,Gambler,1
3480,False,House,0
3481,False,House,0
3482,True,Gambler,1
3483,False,House,0
3484,False,House,0
3485,False,House,0
3486,False,House,0
3487,True,Gambler,1
3488,True,Gambler,2
3489,True,Gambler,2
3490,False,House,0
3491,False,House,0
3492,False,House,0
3493,True,Gambler,1
3494,False,House,0
3495,False,House,0
3496,True,Gambler,1
3497,True,Gambler,1
3498,False,House,0
3499,False,House,0
3500,False,House,0
3501,False,House,0
3502,True,Gambler,1
3503,False,House,0
3504,False,House,0
3505,False,House,0
3506,True,Gambler,1
3507,False,House,0
3508,False,House,0
3509,True,Gambler,1
3510,True,Gambler,1
3511,False,House,0
3512,True,Gambler,1
3513,True,Gambler,2
3514,False,House,0
3515,False,House,0
3516,False,House,0
3517,False,House,0
3518,False,House,0
3519,True,Gambler,1
3520,True,Gambler,1
3521,True,Gambler,1
3522,True,Gambler,1
3523,False,House,0
3524,True,Gambler,1
3525,True,Gambler,1
3526,True,Gambler,1
3527,True,Gambler,1
3528,False,House,0
3529,True,Gambler,2
3530,True,Gambler,3
3531,True,Gambler,1
3532,True,Gambler,2
3533,True,Gambler,1
3534,True,Gambler,1
3535,True,Gambler,1
3536,False,House,0
3537,False,House,0
3538,False,House,0
3539,True,Gambler,2
3540,False,House,0
3541,False,House,0
3542,False,House,0
3543,False,House,0
3544,True,Gambler,1
3545,False,House,0
3546,True,Gambler,1
3547,False,House,0
3548,False,House,0
3549,False,House,0
3550,True,Gambler,4
3551,False,House,0
3552,False,House,0
3553,False,House,0
3554,False,House,0
3555,True,Gambler,1
3556,True,Gambler,1
3557,False,House,0
3558,True,Gambler,1
3559,False,House,0
3560,False,House,0
3561,False,House,0
3562,False,House,0
3563,True,Gambler,1
3564,False,House,0
3565,False,House,0
3566,True,Gambler,2
3567,False,House,0
3568,False,House,0
3569,False,House,0
3570,True,Gambler,1
3571,False,House,0
3572,False,House,0
3573,False,House,0
3574,False,House,0
3575,True,Gambler,2
3576,False,House,0
3577,True,Gambler,2
3578,True,Gambler,1
3579,False,House,0
3580,False,House,0
3581,True,Gambler,1
3582,False,House,0
3583,True,Gambler,1
3584,False,House,0
3585,True,Gambler,1
3586,True,Gambler,1
3587,True,Gambler,1
3588,True,Gambler,2
3589,True,Gambler,1
3590,False,House,0
3591,True,Gambler,1
3592,False,House,0
3593,True,Gambler,1
3594,True,Gambler,1
3595,True,Gambler,1
3596,True,Gambler,1
3597,True,Gambler,2
3598,False,House,0
3599,False,House,0
3600,False,House,0
3601,False,House,0
3602,True,Gambler,1
3603,False,House,0
3604,True,Gambler,1
3605,False,House,0
3606,True,Gambler,2
3607,False,House,0
3608,True,Gambler,1
3609,True,Gambler,1
3610,True,Gambler,1
3611,False,House,0
3612,False,House,0
3613,False,House,0
3614,True,Gambler,1
3615,False,House,0
3616,True,Gambler,2
3617,False,House,0
3618,True,Gambler,1
3619,True,Gambler,3
3620,True,Gambler,1
3621,False,House,0
3622,False,House,0
3623,False,House,0
3624,True,Gambler,1
3625,False,House,0
3626,False,House,0
3627,True,Gambler,1
3628,True,Gambler,1
3629,False,House,0
3630,True,Gambler,2
3631,False,House,0
3632,True,Gambler,1
3633,True,Gambler,1
3634,False,House,0
3635,False,House,0
3636,True,Gambler,1
3637,False,House,0
3638,True,Gambler,1
3639,True,Gambler,1
3640,True,Gambler,2
3641,True,Gambler,1
3642,True,Gambler,2
3643,True,Gambler,1
3644,True,Gambler,1
3645,False,House,0
3646,False,House,0
3647,False,House,0
3648,True,Gambler,1
3649,False,House,0
3650,False,House,0
3651,False,House,0
3652,False,House,0
3653,True,Gambler,1
3654,False,House,0
3655,False,House,0
3656,False,House,0
3657,True,Gambler,2
3658,False,House,0
3659,False,House,0
3660,True,Gambler,1
3661,False,House,0
3662,False,House,0
3663,False,House,0
3664,True,Gambler,1
3665,False,House,0
3666,True,Gambler,2
3667,False,House,0
3668,False,House,0
3669,True,Gambler,1
3670,True,Gambler,1
3671,False,House,0
3672,True,Gambler,1
3673,False,House,0
3674,True,Gambler,1
3675,False,House,0
3676,True,Gambler,1
3677,True,Gambler,1
3678,True,Gambler,1
3679,False,House,0
3680,False,House,0
3681,False,House,0
3682,True,Gambler,2
3683,False,House,0
3684,False,House,0
3685,True,Gambler,1
3686,True,Gambler,1
3687,True,Gambler,1
3688,False,House,0
3689,False,House,0
3690,False,House,0
3691,True,Gambler,1
3692,False,House,0
3693,False,House,0
3694,True,Gambler,1
3695,False,House,0
3696,False,House,0
3697,False,House,0
3698,True,Gambler,2
3699,False,House,0
3700,False,House,0
3701,False,House,0
3702,True,Gambler,2
3703,True,Gambler,1
3704,False,House,0
3705,False,House,0
3706,True,Gambler,1
3707,True,Gambler,1
3708,True,Gambler,2
3709,True,Gambler,1
3710,False,House,0
3711,False,House,0
3712,False,House,0
3713,False,House,0
3714,True,Gambler,1
3715,True,Gambler,2
3716,False,House,0
3717,False,House,0
3718,True,Gambler,1
3719,True,Gambler,1
3720,True,Gambler,1
3721,True,Gambler,2
3722,False,House,0
3723,True,Gambler,1
3724,True,Gambler,1
3725,True,Gambler,2
3726,True,Gambler,1
3727,False,House,0
3728,False,House,0
3729,False,House,0
3730,False,House,0
3731,False,House,0
3732,False,House,0
3733,True,Gambler,4
3734,True,Gambler,2
3735,True,Gambler,1
3736,False,House,0
3737,False,House,0
3738,False,House,0
3739,False,House,0
3740,True,Gambler,2
3741,False,House,0
3742,False,House,0
3743,True,Gambler,1
3744,True,Gambler,2
3745,False,House,0
3746,True,Gambler,1
3747,False,House,0
3748,False,House,0
3749,False,House,0
3750,False,House,0
3751,False,House,0
3752,True,Gambler,1
3753,False,House,0
3754,True,Gambler,1
3755,False,House,0
3756,False,House,0
3757,True,Gambler,1
3758,True,Gambler,1
3759,False,House,0
3760,True,Gambler,1
3761,True,Gambler,1
3762,True,Gambler,1
3763,False,House,0
3764,True,Gambler,2
3765,False,House,0
3766,True,Gambler,1
3767,False,House,0
3768,False,House,0
3769,False,House,0
3770,True,Gambler,2
3771,False,House,0
3772,True,Gambler,1
3773,True,Gambler,4
3774,False,House,0
3775,True,Gambler,1
3776,False,House,0
3777,False,House,0
3778,False,House,0
3779,False,House,0
3780,True,Gambler,2
3781,False,House,0
3782,True,Gambler,1
3783,False,House,0
3784,True,Gambler,1
3785,False,House,0
3786,True,Gambler,1
3787,True,Gambler,1
3788,True,Gambler,1
3789,True,Gambler,1
3790,False,House,0
3791,True,Gambler,1
3792,False,House,0
3793,False,House,0
3794,False,House,0
3795,True,Gambler,1
3796,True,Gambler,1
3797,False,House,0
3798,False,House,0
3799,False,House,0
3800,False,House,0
3801,False,House,0
3802,True,Gambler,1
3803,True,Gambler,1
3804,True,Gambler,1
3805,True,Gambler,1
3806,False,House,0
3807,True,Gambler,1
3808,False,House,0
3809,True,Gambler,2
3810,False,House,0
3811,False,House,0
3812,False,House,0
3813,True,Gambler,1
3814,False,House,0
3815,True,Gambler,4
3816,False,House,0
3817,True,Gambler,2
3818,False,House,0
3819,False,House,0
3820,True,Gambler,1
3821,False,House,0
3822,False,House,0
3823,False,House,0
3824,False,House,0
3825,True,Gambler,1
3826,False,House,0
3827,False,House,0
3828,True,Gambler,1
3829,False,House,0
3830,True,Gambler,1
3831,True,Gambler,1
3832,False,House,0
3833,False,House,0
3834,True,Gambler,3
3835,False,House,0
3836,True,Gambler,1
3837,True,Gambler,1
3838,False,House,0
3839,False,House,0
3840,False,House,0
3841,False,House,0
3842,False,House,0
3843,True,Gambler,1
3844,True,Gambler,1
3845,False,House,0
3846,True,Gambler,1
3847,False,House,0
3848,False,House,0
3849,False,House,0
3850,True,Gambler,1
3851,False,House,0
3852,True,Gambler,2
3853,True,Gambler,2
3854,False,House,0
3855,False,House,0
3856,False,House,0
3857,False,House,0
3858,True,Gambler,1
3859,False,House,0
3860,False,House,0
3861,False,House,0
3862,True,Gambler,1
3863,False,House,0
3864,False,House,0
3865,False,House,0
3866,True,Gambler,3
3867,False,House,0
3868,False,House,0
3869,False,House,0
3870,False,House,0
3871,False,House,0
3872,True,Gambler,1
3873,True,Gambler,1
3874,False,House,0
3875,False,House,0
3876,False,House,0
3877,False,House,0
3878,False,House,0
3879,True,Gambler,2
3880,False,House,0
3881,True,Gambler,1
3882,False,House,0
3883,True,Gambler,1
3884,False,House,0
3885,False,House,0
3886,False,House,0
3887,True,Gambler,2
3888,True,Gambler,1
3889,False,House,0
3890,True,Gambler,1
3891,False,House,0
3892,False,House,0
3893,True,Gambler,2
3894,True,Gambler,1
3895,True,Gambler,2
3896,False,House,0
3897,True,Gambler,1
3898,False,House,0
3899,False,House,0
3900,True,Gambler,1
